"PSI Duetkan Dirinya Sama Ganjar Pranowo, Yenny Wahid Keheranan: Saya Gak Dikasih Tahu... https://t.co/GLla7QQhWo				"
"DPW PAN NTT Dukung Ganjar Pranowo Menjadi Capres pada Pilres 2024 https://t.co/Aitkhjga4s				"
"@OposisiCerdas Ganjar bilang partai kecil Yeni wahid vilang gk dikasih tahu itu lah PSI gk punya sopan satun cara berpolitik				"
"@ChusnulCh__ @ganjarpranowo Hahay.. kerja keras banget si Bungul Cenul Su'ul, orangnya aja udah ngaku gak nyari prestasi, KINERJANYA ZON	K‼	️  TIKT	OKan Mulu	Ganjar mah"
"@Dennysiregar7 Terima kasih mas, sudah nge tweet terus tentang pak Anies, sampai lupa sama pak Ganjar 😄				"
"Ganjar Didukung Ratusan Santri di Sumut Jadi Presiden 2024 https://t.co/FztWcHAe7x				"
"@HelmiFelis_ Iyaaa......klo Ganjar Ampe gak kepilih .....bodohlah kita semua.....				"
"Alhamdulillah pada hari Senin tanggal  10 Oktober 2022 Santri Dukung Ganjar Kalimantan Timur Melakukan Agenda Borong Pedagang UMKM di Ko	ta S	amarinda.	Semoga a	genda rutin seperti ini akan terus kita lakukan untuk membantu UMKM."
"Survei LSP: Kesan Pemersatu Melekat, Pak Bowo Diterima Pemilih Ganjar Maupun Anies https://t.co/LyVFD1btch				"
""", Relawan """"Sedherek Ganjar Pranowo Gunungkidul"""" mendeklarasikan dukungannya agar Ganjar menjadi Pres #berita #daerah https://t.co/h35	4zw8	""D9Y""""""		"
"@sigitwid @psi_id PSI KUI SOPO, KATA GANJAR				"
"@ganjarpranowo pak ganjar tolong desa kami desa kawunganten sawahnya banjir terus sudah bertahun tahun gagal panen pak				"
"GG, Ganjar-Grace bukannya bagus juga mas? 😁 https://t.co/ZBF2WI29Fi				"
"@masdwika @Tan_Mar3M @OposisiCerdas Lebih pas Garing Ganjar Giring 😂😂😂😂				"
"@Dennysiregar7 Di rumah Ganjar yuk nonton bokep, coli masal				"
"Hasil Rakerwil, DPW PAN NTT Sepakat Usung Ganjar Pranowo Capres 2024 https://t.co/Otxkd92wjC				"
"Gubernur Jawa Tengah Ganjar Pranowo, semakin hari terus bertambah dukungannya agar menuju  RI 1. ... ... https://t.co/lyqSac0n0J #times	indo	nesia #ke	tahananin	formasi #indonesiabangkit"
"Ganjar kayaknya cocoknya ama Erick Thohir atau Sandiaga Uno 😊 https://t.co/J6MadmQqlE				"
"Hasil Rakerwil, DPW PAN NTT Sepakat Usung Ganjar Pranowo Sebagai Calon Presiden 2024 https://t.co/GwvXVKWDzC				"
"SangPemimpinRakyat @ganjarpranowo 🇮🇩				"
"Alhamdulillah pada hari Sabtu tanggal 15 Oktober 2022, Santri Dukung Ganjar Kalimantan Timur Melakukan Agenda Bantu Pedagang UMKM dan Sa	fari	Pondok P	esantren	di Kota Balikpapan."
"Alhamdulillah pada hari Jum'at tanggal 14 Oktober 2022, Tim dan Relawan Santri Dukung Ganjar Kalimantan Timur melakukan Agenda Berbagi J	um'a	t Berkah	di kota S	amarinda dan  Kab. Penajam."
"Survei Capres LSP: Prabowo Teratas, Disusul Ganjar dan Anies https://t.co/BlQKwGP8yq				"
"@kakekhalal2 @GPJateng @Gus_Raharjo Mantaaappp 👍👍👍🇮🇩 Semakin byk dukungan partai utk Pak Ganjar 💪				"
"@faizalassegaf Mungkin maksudnya adalah ganjar dan ekosistem politiknya masih dalam tempurung (antitesa Gub. DKI beserta grup 212 - nya)	Nop	o ngoten	pak @ganj	arpranowo  ?"
"DPW PAN NTT Sepakat Usung Ganjar Pranowo Capres 2024 https://t.co/1NyPhT6pIh				"
"@ganjarpranowo Setuju bgt sama pak ganjar				"
"Ganjar Pranowo Terus Jadikan Jateng Sebagai Kawasan Primadona untuk Investasi https://t.co/jI3WcaiFeE				"
"@Uki23 Antagonis banget sih lu dek, memelintir ucapan Anies, trus naekin nama ganjar, lu sebenarnya udah pasrah dek, gua tau kalian kesu	lita	n.		"
"@ganjarpranowo Untung ada pak Ganjar				"
"Sy ngga suka Prabowo. Tapi jika lawannya Anies Baswedan, sy pilih yg pertama. Ngga akan golput. Mudah2 an aja capres hanya dua, Ganjar v	s An	ies		"
"@MARQUEZ__93 Beliau rajin blusukan dan selalu mengingatkan pejabat daerah jangan korupsi dan pak Ganjar paling jago berkomunikasi dengan	pen	demo sehi	ngga gk a	da yg marah atau terjadi bentrokan"
"Alhamdulillah pada hari Minggu tanggal 9 Oktober 2022, Santri Dukung Ganjar Kalimantan Timur Melakukan Agenda Silaturahmi ke Tokoh Agama	/Ust	adz di Ko	ta Samari	nda, Kalimantan timur."
"Survei Capres LSP: Prabowo Teratas, Disusul Ganjar dan Anies https://t.co/9TYiLxu9vP				"
"""@icatwps @mohmahfudmd Ganjar """"SUGIONO"""" Pranowo""				"
"Gubernur Jawa Tengah, Ganjar Pranowo, meresmikan Mal Pelayanan Publik (MPP) ke-17 yaitu di Kabupaten Grobogan, Jawa Tengah.				"
"Partai Amanat Nasional (PAN) NTT mendeklarasikan dukungan kepada Ganjar Pranowo sebagai Calon Presiden RI 2024 nanti di Rumah PAN DPW NT	T di	Keluraha	n Oesapa	Kota Kupang, Sabtu 15 Oktober 2022 sore."
"Ganjar p aja g akui eeh ada jual es dawet merangkap DPD malang https://t.co/N8ARrHP5ga				"
"Alhamdulillah pada hari Sabtu tanggal 8 Oktober 2022, Santri Dukung Ganjar Kalimantan Timur Melakukan Agenda Silaturahmi ke Tokoh Agama/	Usta	dz di Kot	a Balikpa	pan."
"@ganjarpranowo 🤣🤣🤣akupun sama kalau ketemu sama pak Ganjar				"
"@ganjarpranowo Joss pak ganjar...acara running jogja..semangat dan sehat selalu pak ganjar.Aamiin YRA				"
"@GanjaranApp jateng maju banget berkat pak ganjar nih #GanjaranApp #GanjarKita				"
"Seorang warga meninggal kan motornya demi berphoto dan berbincang bincang dengan bapak @ganjarpranowo .luar biasa 💪💪💪 https://t	.co/	5P8rkYeBs	L	"
"Alhamdulillah pada hari Jum'at tanggal 7 Oktober 2022 Tim dan Relawan Santri Dukung Ganjar Kalimantan Timur Melakukan agenda berbagi Jum	'at	Berkah di	Kota Pen	ajam."
"@Ojoklalenya Ini sebenarnya Pasangan Terbaik https://t.co/cbwybXCw0P				"
"@DenmaspujiMlng @Relawananies ganjar dalam pusaran KPK https://t.co/9UgXdVRfF6				"
"Akhir Pekan Seru Sahabat Ganjar, Gelar Bazar Murah sampai Deklarasi Komunitas Bajaj Dukung Ganjar Pranowo https://t.co/5Ea9Auq8gd @Chusn	ulCh	__		"
"@Arthamilli2111 @mangunsong63 @detikcom ayo dong pak ganjar bahas dong yang udah curi start padahal masa baktinya belum habis belum dica	loni	n lagi. s	aya tungg	u analisanya"
"Hasil Survei LSP, Prabowo Lebih Bisa Diterima Pemilih Ganjar dan Anies https://t.co/AtAbrghmR3				"
"DPW PAN NTT Deklarasi Dukung Ganjar Pranowo Capres 2024 😍				"
"@Arthamilli2111 @mangunsong63 @detikcom wkwkw makanya belajar lagi politik. lah ganjar yang belum habis masa baktinya di jawa tengahdan	belu	m di tunj	uk samapa	partai  malah mondar mandir.. malah gak etis lagi ganjar. gak mau diomongin pak ganjarnya? ayo w"
"@WagimanDeep212_ Mau ngikutin gaya pak ganjar kemari menghadapi pendemo😂😂😂 ente salah wan				"
"Ganjar Kenalkan #Beras Srinuk Produk Pertanian Unggulan Jawa Tengah https://t.co/O5s82DoZzi				"
"Apa prestasi pak Ganjar? Selain jago main medsos.. ini pernyataan Trimedya Panjaitan. Mbk Pocut @CutSarina5 ada yg mau ditambahkan biar	para	ganjaris	@Miduk17	@mahasiswigenz @psi_id dan kawanannya kejang² 😁😁 https://t.co/YptBmtTom1"
"Rakyat bahagia bisa selfi dengan Pak Ganjar. Kebahagiaan tidak bisa dibayar dengan uang atau harta. Motorpun tak ada arti, sing penting	selp	i karo Pa	k Ganjar	😊😁😅 https://t.co/LU30jlPjGk"
"@ludozuska Takut bgt :(				"
"Wong Jogja Dukung Ganjar Jadi Presiden: Ia Tegas &amp				"
"@ChusnulCh__ @ganjarpranowo @aniesbaswedan sya pilih anis baswedan dri pd milih ganjar				"
"@suharmokos @randhilicious @detikcom Karena apakah yg membuat elektabilitas Pak Ganjar tinggi? Jateng Makin Maju dan Sejahtera kah?				"
"""@RinalDelapanen2 @ChusnulCh__ @ganjarpranowo Itu persepsi yang gk suka sama pak ganjar. Ini media buzzer oposisi ya? Kok abal"""" semua""				"
"@Tita83079013 @Gembelengaan Ganjar pranowo YES oke				"
"@psi_id Maaf, namanya Pak Ganjar disebut-sebut di kasus e-KTP. Itu belum klir, smp sekarang. Juga soal Wadas🙏🙏🙏				"
"@Stevaniehuangg Hahahahaha mana pendukung Ganjar. Berani bantah. Bisa didepak dari partai PDIP.				"
"@Dnok_Ayu @LekMarteg @ganjarpranowo Salah satu bukti kalau pak. Ganjar sangat dicintai rakyatnya.				"
"@SETYAKI22965702 Pak Ganjar soal Korupsi masuk di sekolah²				"
"""Cocok Pak Hasto, karena melihat kondisi sekarang yang sudah dipondasi oleh Pak Jokowi, Indonesia yang sdh sejajar dgn negara"""" maju dan	dip	rediksi a	kan menja	""di negara urutan ke-4 ekonomi dunia. Dan itu hanya Ganjar Pranowo yang pantas dalam memenuhi syarat itu. https://t.co/DR72CHRHV6"""""""
"Rakyat Indonesia: Ganjar Untuk Rakyat - Tandatangani Petisi! https://t.co/PpENjhWW0b lewat @ChangeOrg_ID				"
"Setelah sukses di Kota Surabaya, Bandung dan Bandar Lampung, kini Ganjar Pranowo Festival #4 akan hadir di Dieng!! Yakin gamau Hadir?? 2	9 Ok	tober Yuk	persiapk	an diri kamu untuk hadir. #GanjarPranowoFestival #GPFest4 #GPFestJawaTengah #SahabatGanjar #GanjarPranowo #Ganjar https://t.co/HeuNFF1orb"
"Rakyat Indonesia: Ganjar Untuk Rakyat - Tandatangani Petisi! https://t.co/sIrxMO023c lewat @ChangeOrg_ID				"
"Gubernur Jawa Tengah, Ganjar Pranowo mengaku siap mendengar aspirasi masyarakat terkait ditutupnya akses jalan di bawah Fly Over Ganefo,	Mra	nggen, Ka	bupaten D	emak."
"Idealnya.. Makin bagus pelayanan, makin kecil keluhan masyarakat. Birokrasi disederhanakan, pusat pelayanan ditingkatkan. Tinggal masy i	kut	aturannya	. 👍. T	ul ga #SahabatGanjar?. Satu Mal Pelayanan Publik (MPP) ke-17  (Di Kab Grobogan) diresmikan Gubernur Jateng #Ganjar Pranowo. https://t.co/PigGjQ3T7V"
"""@ganjarpranowo Yg lain ketemu pak ganjar """"pak minta foto pak"""". Kalau saya yg ketemu beliau """"pak minta motor pak"""". Halu dulu gapapa,	tap	i jg gak	mungkin k	""etemu apalagi dikasih 😂"""""""
"@ganjarpranowo Wonosari gunungkidul yogyakarta...mas ari fans berat pak ganjar....ra mekakat oleh rejeki bs ktmu pak ganjar....				"
"Ganjar Beli 5 Pompa Mobile Baru untuk Disiagakan di Titik Rawan Banjir Rob https://t.co/N4lF8ofUAS				"
"Gubernur Jawa Tengah, Ganjar Pranowo, meresmikan Mal Pelayanan Publik (MPP) ke-17 yaitu di Kabupaten Grobogan, Jawa Tengah.				"
"Buat kalian gak usah sedih lagi dong, karena Ganjar Pranowo Festival #4 akan hadir di Dieng. 29 Oktober, Lapangan Pandawa!! Datang yuk k	ita	nonton ko	nser bers	ama disana."
"@psi_id ogah ...ganjar aja yg di calonkan bingung. psi iki sopo ?				"
"DPC PPP Mataraman Deklarasi Ganjar Capres 2024 https://t.co/JnSIur2sK2				"
"@liputan6dotcom Itu sudah di lakukan ganjar				"
"""Mal pelayanan publik ini bisa dijadikan ajang untuk promo apapun,"""" kata Ganjar https://t.co/HMpsIFzhaX""				"
"@DestaMega27 Ntar dibilang mirip Ganjar 🤦				"
"@ChusnulCh__ @ganjarpranowo @aniesbaswedan Pak ganjar mmg hebat, bisa puaskan masyarakat wadas				"
"Semua pompa yang ada di seluruh Jawa Tengah saya minta untuk standby karena curah hujan yang tinggi. Termasuk pompa air yang ada di Sema	rang	. Untuk t	eman-tema	n penjaga rumah pompa, tetap semangat agar kita semua selamat."
"Hasil Rakerwil, DPW PAN NTT Sepakat Usung Ganjar Pranowo Capres 2024 https://t.co/8litJJqdYz				"
"Semangat tak kenal lelah dilakukan oleh Sahabat Ganjar. Kali ini, Kota Semarang menjadi daerah yang dijadikan lokasi untuk mengenalkan G	anja	r Pranowo	. Berlang	sung pada 8-9 Oktober 2022, rangkaian kegiatan berjalan dengan sangat meriah. https://t.co/DP7DPtDYx8"
"@Danki_Cebong Tapi spt yg kita tau, blm ada yg mau dukung P'Ganjar maju Pilpres, sampai Partainya sendiri msh penuh pertimbangan memajuk	an k	adernya y	g satu in	i🤭"
"Hasil Rakerwil, DPW PAN NTT Sepakat Usung Ganjar Pranowo Capres 2024				"
"PAN NTT Umumkan Ganjar Capres 2024, Awang Notoprawiro: Malam Ini Disampaikan ke Ketua Umum				"
"@Uki23 Ini juga ya prestasi ganjar  utk.rakyat wadas https://t.co/LK8wCJrtfY				"
"Ganjar menyebutkan, pembangunan jembatan layang Ganefo menelan anggaran sebesar Rp109,03 miliar.				"
"@psi_id @pdippalembang udah pecat Ganjar?				"
"Ganjar Pranowo meresmikan Fly Over Ganefo, Mranggen. Ganjar mengatakan,  pembangunan jembatan layang itu diprioritaskan untuk memecah ke	mace	tan, yang	terjadi	di ruas tersebut selama bertahun-tahun. https://t.co/28XjWM73Ej"
"Ganjar Pranowo menyempatkan diri berziarah ke makam ulama terkenal Kalimantan Selatan, Syekh Muhammad Arsyad Al-Banjari. Di sini Ganjar	data	ng untuk	menghadir	i pembukaan MTQ Nasional ke-29."
"@Heritanjung13 @ganjarpranowo Mari kita dukung pak ganjar masuk istana dan Kita dukung pak anis masuk penjara				"
"Ganjar Pranowo mengatakan, keberadaan pompa mobile ini akan sangat membantu penanganan banjir. Hal ini berkaca melihat pengalaman sebelu	mnya	. #Ganjar	Pranowo h	ttps://t.co/7aoBK4pDHI"
"Segala hal bisa dibicarakan dan dicari solusi kalau dirembuk. Pembangunan itu pasti demi kemaslahatan bersama, dan pasti ada sedikit mas	alah	menyerta	i, tapi b	ukan berarti masalah itu dijadikan besar karena tidak adanya komunikasi. Serahkan saja pada pak Ganjar😊"
"@Uki23 Iya2 skrg Anies sdh turun jabatan pd leluasa ya, menampilkan penghargaan yg diterima oleh Ganjar, kmrn knapa hal ini ga dipublika	si?	Sibuk nya	ri kesala	han Anies? Hadeuuuhhh🤦🤦🤦"
"@bwinarso99 Hasil Kerja Ganjar 10tahun 😂😂😂😂 https://t.co/vGahf4zpRi				"
"Komentar Warga Jawa Tengah Tentang Anies Baswedan dan Ganjar Pranowo				"
"Survei Membuktikan, Prabowo Jadi Sosok Paling Diterima Pemilih Ganjar dan Anies https://t.co/kYv7rZCZ9Q				"
"@MadaraU49083477 @cowobangkit ganjar a, ngalangkung pami ka pangandaran				"
"@iqbal_farabi Ganjar pun sama didemo dan dimaki2 malah berdialog, tinggal main manteb2an buzzernya aja diantara mereka berdua, keunggula	n an	ies diduk	ung pemud	a hijrah"
"@FirzaHusain Hasil Kerja Ganjar selama 10 tahun 😂😂😂😂😂 https://t.co/WDyJKZcaKP				"
"@HermanLanang3 @bachrum_achmadi Iya benar banget. Apalagi si ntu, yg nyalonin pak Ganjar, punya suara bocil alias anak bawang.				"
"Antisipasi Banjir Ganjar Pranowo Pastikan Rumah Pompa Siap Pakai https://t.co/KRzSEb5rU7				"
"Santri Dukung Ganjar Jawa Barat melaksanakan kegiatan Safari Pesantren di Garut,Sukabumi,dan Bandung Pada Tanggal 15/10/2022.  #Ganjar #	Ganj	arpranowo	#Ganjar2	024 #Ganjarpranowo2024 #santridukungganjarjabar https://t.co/ENe4LwLTzA"
"Elektabilitas Prabowo Subianto Melesat Menurut Survei LSP, Disusul Ganjar dan Anies				"
"""@pakaisehatakal @ganjarpranowo Sama kaya komen yg di ig """" kenapa gak berhenti dulu"""" di jawab sama bu atikoh istrinya pak ganjar. Bahw	a di	a sdh ber	henti bua	""t foto baru lnjut jalan. Video gak full jadinya ya gini."""""""
"@Danki_Cebong Nah itu, lebih sangsi lagi kalo harapannya bisa ratakan radikal rasanya masih jauh, maklum melihat rekam jejaknya yg buat	saya	ragu...	Malah Kal	o P'Ganjar kan berani kasih sangsi buat para guru yg terbukti radikal"
"@ganjarpranowo Ambil aja motornya bang gapapa, yeng penting udah fotbar sama pak ganjar hahahha				"
"Gubernur Jawa Tengah, Ganjar Pranowo mengaku siap mendengar aspirasi masyarakat terkait ditutupnya akses jalan di bawah Fly Over Ganefo,	Mra	nggen, Ka	bupaten D	emak."
"Cek Fakta: Amarah Megawati Memuncak, Ganjar Pranowo Resmi Dipecat dari PDIP, Benarkah? https://t.co/n9Mnbm9WaB				"
"Diterima Pemilih Ganjar dan Anies, Survei LSP: Kesan Pemersatu Melekat pada Prabowo				"
"13 DPC PPP di Jatim Dukung Ganjar Capres 2024, Ini Alasannya https://t.co/K1nJ7BY1jE				"
"@alexanderysq9 @ChusnulCh__ @ganjarpranowo BuzzerRp nya Ganjar baru bangun sept 22.....				"
"Beda banget kaya bumi dan langit, cara dialog Ganjar...				"
"DPW PAN NTT Dukung Ganjar Pranowo Menjadi Capres pada Pilres 2024 https://t.co/PY6Ig8m60I				"
"Diterima Pemilih Ganjar dan Anies, Survei LSP: Kesan Pemersatu Melekat pada Prabowo				"
"@ganjarpranowo Penggemar berat ,gak perduli motor nya yang penting bapak Ganjar dulu https://t.co/MJXJfgA9L7				"
"""Relawan """"Sedherek Ganjar Pranowo Gunungkidul"""" mendeklarasikan dukungannya agar Ganjar menjadi Presiden RI 2024. https://t.co/HFPpDMHs	""PK""""""			"
"@Miduk17 John miduk.....kamu ngarepin jadi komisaris kalo Ganjar jadi presiden ??  Ganjar aja 2023 akan lepas jabatan.....dia juga saran	kan	jangan bi	kin drama	perpisahan....."
"Teriakan yg jujur Warga DKI jakarta #2024GanjarPranowo @ganjar_center https://t.co/l3dX0rcWp5				"
", Sebagai figur yang digadang-gadang bakal maju pada pemilihan presiden (pilpres) 2024, sosok Ganjar #berita #daerah https://t.co/HISUE7	VxEx			"
"@herrikusnadi @M45Broo_ Bakal calon ada pak prabowo, pak airlangga, mbak puan, pak ganjar, pak anies, pak erick. Kenapa hanya pak anies	yg d	iserang??	Banjir a	da dimana2 bahkan jabodetabek. Knp hanya pak anies yg diserang.."
"@GanjaranApp Buset semuanya heboh pada ngedukung pak Ganjar				"
"@GanjaranApp Pak Ganjar selalu menyemangati ya pak #GanjaranApp #GanjarKita				"
"Rocky Gerung Sebut di Era Ganjar Kemiskinan Jateng Naik, Jadi Sumber Radikalisme				"
"Ganjar Beli 5 Pompa Mobile Baru, Disiagakan di Titik Rawan Banjir Rob https://t.co/h96ue2Kadh				"
"@VIVAcoid Kerja mbak @puanmaharani_ri untuk capres ga ada manfaatnya kalau kader partai anda ditiap propinsi ga kerja sama sekali ..memb	iark	an deklar	asi dukun	gan kepada Ganjar ibarat membuat kuburan untuk mbak..."
"@Aryprasetyo85 @ganjarpranowo Hayo dukung Pak Ganjar RI 1 👍				"
"@GanjaranApp relawan pak Ganjar makin banyak aja nih				"
"@GanjaranApp Pak Ganjar harus di dukung terus #GanjaranApp #GanjarKita				"
"Selain Gus Khayat sapaanya, Ketua DPC Kabupaten Bojonegoro, Slamet Supriyadi juga turut hadir dalam kompetisi senam yang melombakan bebe	rapa	kategori	tersebut	."
"Dewan Pembina Sahabat Ganjar, KH. Khayatul Maky hadir pada Aerobic Competition dan Zumba Party yang berlangsung pada Sabtu (15/10/2022)	di G	or Basket	, Kecamat	an Banjarnegara, Kabupaten Banjarnegara."
"Ganjar 8 Tahun Jadi Gubernur, PDIP: Kemiskinan Ekstrem di Jateng Meningkat | Republika Online Mobile https://t.co/f5hRcrtZKK				"
"Gubernur Jawa Tengah Ganjar Pranowo membeli lima buah pompa mobile. Kelima mobil pompa tersebut disebar ke titik rawan bencana banjir at	au r	ob, antar	a lain Pe	kalongan, Tegal, Semarang hingga Kudus."
"@JimmiManopo2 @deditelaumbanu4 yg bego itu ganjar pranowo dan jokowi sama ngga punya prestasi https://t.co/e5yM55rV5e				"
"Diterima Pemilih Ganjar dan Anies, Survei LSP: Kesan Pemersatu Melekat pada Prabowo				"
"@AgungKuswanto19 @nusantara_one @NasDem @DKIJakarta Gak perlu dengan ganjar...asal Pribumi saja sudah cukup, dengan catatan..yg sejalan	deng	an pak Jo	kowi...lr	n terbukti..yang tambun kemaren...bisanya prihatin dan bikin album lagu"
"Akhir Pekan Seru Sahabat Ganjar, Gelar Bazar Murah sampai Deklarasi Komunitas Bajaj Dukung @ganjarpranowo, di kawasan Kecamatan Ciracas,	Kot	a Jakarta	Timur.	"
"@ganjarpranowo Nek wes kadung dicintai Rakyatnya, Mantap Pak Ganjar👍				"
"Pimpin Apel Kesiagaan Bencana, Ganjar: Respon Cepat Kunci Pencegahan dan Penanganan https://t.co/uhlfwZCyJg				"
"Wisata Geopark Desa Karangsari, Kecamatan Brati, Kabupaten Grobogan diresmikan. Peresmian dilakukan Gubernur Jateng Ganjar Pranowo bersa	ma B	upati Gro	bogan Sri	Sumarni didampingi Kades Karangsari, Suhartini."
"@psi_id Ganjar bagusny duet sama penjual dawet broo😅				"
"Elektabilitas Prabowo Subianto Melesat Menurut Survei LSP, Disusul Ganjar dan Anies https://t.co/mDWIGZd9fz				"
"@Ganjar4RI @ganjarpranowo Sudah pasti 100% : Ganjar				"
"Keren ni emak-emak NTT, rame-rame datang untuk mendukung Ganjar Pranowo jadi presiden 2024.				"
"@psi_id Nah benerkan, dia nyapres ganjar &amp				"
"Ganjar Pranowo Resmikan Flyover Ganefo Mranggen Demak. Ia didampingi Bupati Demak Eisti'anah secara langsung meresmikan Flyover Ganefo M	rang	gen. http	s://t.co/	5idpq5h2No"
"@Ganjar4RI Ganjar pranowo YES oke				"
"Seperti Apa kegiatan Jumat Berkah Sahabat Ganjar di Kota Jakarta? Yuk tonton disini.				"
"@theT4ntryS1 @ganjarpranowo Bravo Ganjar P https://t.co/MIRbdl4gvb				"
"PDI Perjuangan hingga kini belum menentukan capres 2024. Hanya saja, simbol Banteng kini diwakili Puan Maharani, bukan Ganjar Pranowo yg	dim	inta foku	s menjadi	Gubernur Jawa Tengah. https://t.co/JXaRi0IhAy"
"@tjahjo1008 @PartaiSocmed @ganjarpranowo Pendukung ganjar merasa paling pancasila dan merasa paling memiliki nkri				"
"@VIVAcoid Ayo gaes kita dukung Ganjar karena karakter yang mirip Jokowi hanya ada pada Ganjar				"
"@Muhammad_Saewad Menurut ane lebih baik Pak Ganjar dari pada pak anis. Nnti indonesia dikecilin jalannya sprti jkt. Macet dimana2. Menur	ut a	nda..?		"
"@psi_id Kok nggak ada malunya, padahal sdh dilepeh sama ganjar.				"
"Kader PPP se-Mataraman Siap Dukung Ganjar Pranowo di Pilpres 2024 https://t.co/yRAOG8WJgd https://t.co/bhkucOuDS5				"
"https://t.co/eXhDmyfMK9 -  PAN NTT Umumkan Ganjar Capres 2024, Awang Notoprawiro: Malam Ini Disampaikan ke Ketum https://t.co/26DvElb44b				"
"@ajengcute16__ Nggak cerdas jawabnya. Kena Prank si Deddy. Nggak sadar mas Ganjar ini akan etika dialek kata ya. Turun jatuh nilai integ	rita	snya. Ngg	ak pantas	lagi untuk Capres"
"Hari Jumat adalah hari yang penuh kemuliaan dan keutamaan bagi umat muslim di seluruh dunia. kini Sahabat Ganjar hadir dengan mengadakan	keg	iatan Jum	at Berkah	di Kec. Cilincing, Kota Jakarta Utara. Melalui momentum ini, Sahabat Ganjar galang silaturahmi kepada warga DKI Jakarta https://t.co/Qf4EvnXlsn"
"@GanjaranApp Semua org pasti kenal pak ganjar				"
"@GanjaranApp Pak ganjar itu bukan org biasa  #GanjaranApp #GanjarKita				"
"Pak Ganjar Pranowo, tutur Anne Avantie memberikan aura positif, energi yang luar biasa dan itu adalah potret yang harus kita pigurakan,	yang	lensanya	harus me	njadi satu frame. Itu yang menjadi satu visi misi kita untuk tetap positif meski di saat yang tidak baik sekalipun. https://t.co/x9S0F8wy9c"
"@GanjaranApp Bangga bgt punya pemimpin seperti pak ganjar  #GanjaranApp #GanjarKita				"
"@Uki23 Penghargaan E-KTP udah ditrrima ganjar belum ki..??🤣🤣				"
"Kalo Ganjar prestasinya apaan cenul?? https://t.co/dXDJT8GCLG				"
"@ganjarpranowo Apa prestasi Ganjar ? Dia jago nya cuma main medsos.. by desain.. ini yg bicara Trimedya Panjaitan politikus senior PDIP	loh,	bukan ka	leng2. ht	tps://t.co/yAEPUK0S6t"
"@MarahIchsan Ayok ngumpul di JIS... Ucapan terima kasih buat deklarasi pak ganjar... Saya dan istri siap berangkat dari kalimantan..				"
"Menurut Ketua DPW PAN Kalsel H Muhidin, Ganjar adalah sosok pemimpin cerdas, pemimpin yang cocok untuk kebutuhan Indonesia ke depan. htt	ps:/	/t.co/QtI	LOVp8sa	"
"Dewan Pengurus Wilayah (DPW) Partai Amanat Nasional (PAN) Kalimantan Selatan mendeklarasikan Gubernur Jawa Tengah Ganjar Pranowo sebagai	Cal	on Presid	en (Capre	s) 2024."
"@OposisiCerdas Prabowo presidennya, jokowi wakilnya 🤭🤭				"
"@geloraco Poles aja trus, smpe kinclong tuh giginya. Manggil surveyor bayaran, lalu Koresponden yg disurvey hanya di kantor kemenhan. Ud	ah l	ah pasti	menang tu	h prabowo."
"@abu_waras Cuma mau kasih info, lembaga yg ngeluarin survei itu namanya PDB (PUSAT DATA BERSATU) , lembaga yg sama yg mengeluarkan hasil	sur	vei di pi	lpres 201	4 lalu, prabowo hatta unggul dari jokowi jk.. Tapi kenyataannya.."
"@OposisiCerdas Capres gagal. Program gagal masih aja di lanjutkan.. bye bye @prabowo cc @Gerindra				"
"Seharusnya yang menjadi pertanyaan di otakmu itu adalah: Kenapa Anies Baswedan bisa menjadi CAPRES terfavorit di indonesia melebihi dari	Pua	n, ganjar	, prabowo	dll? ini yang seharusnya seorang politisi yang cerdas melihat diri sudut pandang ini. 🤣🤣 https://t.co/vPtZgctjz2"
"Prabowo Memiliki Institut Teknologi Adityawarman oleh nijarsetiady				"
"@Yunardi99 @prabowo Mau jd apa bangsa ni bapak bangsa tp PENGKHIANAT .bego aja lo				"
"@geloraco Tetap semangat Bpk Prabowo anda tinggal satu lagi menjadi presiden RI jangan sampai ini hancur oleh para Kandrun dan kecebong.				"
"@HarrisRegar @prabowo Orang hebat harus di tempatkan pada tempat yg tepat				"
"Untuk hal ini kayanya ok, secara walaupun rival saat kampanye dulu Prabowo mau menjadi menteri dipimpin Jokowi				"
"@UHarjito @iklil_arrasyid9 @NegeriKolam Klo baca delik yg lengkap jangan stengah2....jokowi dari dulu difitnah tp ga pernah melawan biar	kan	karena jo	kowi buka	n otoriter.sampe orang tuanya disebut PKI, jokowi keturunan cina,jokoei anak angkat,jokowi pro as"
"@mangunsong63 @detikcom Gasah pakai surpa surpai,lo kira orang yng kecewa dng prabowo akan lari ke calon yng didukung jokowi yng petugas	par	tai PDIP	itu?logik	a simpel'y ya berlabuh ke Anies yng diusung Nasdem lah."
"Elektabilitas Prabowo Subianto Melesat Menurut Survei LSP, Disusul Ganjar dan Anies				"
"@ekowboy2 saya sangat setuju kalau anies baswedan menjadi calon di 2024 sebagai bagian seksi reportnya Pak Prabowo mencalonkan diri jadi	Pre	siden.		"
"@OposisiCerdas PRABOWO FOR RI 24				"
"@liputan6dotcom Di terima tp kan blm tentu jadi pilihan Karena pemilih Anies dan Ganjar akan memilih Anies dan Ganjar , pemilih Prabowo	teta	p pemilih	Prabowo	,justru yg bakal terjadi itu pemilih Prabowo akan migrasi ke Ganjar dan Anies di 2024 ! Hitungan"
