"Adapun survei terbaru lembaga Political Statistics (Polstat) di tingkat DKI Jakarta menyatakan elektabilitas Prabowo sebagai calon presi	den	paling ti	nggi deng	an angka 24,6 persen. Mending Prabowo https://t.co/ez2xBTjCZa dekade08"
"Lembaga survei Political Weather Station merilis hasil survei elektabilitas calon presiden Pemilu 2024, Ketua Umum Partai Gerindra Prabo	wo S	ubianto p	aling ata	s. Mending Prabowo https://t.co/DNuAzjOr1F dekade08"
"""""""Salah satu kelebihan dari Prabowo Subianto dibandingkan calon presiden lain adalah memiliki tingkat elektabilitas tinggi, meskipun ti	dak	pernah me	lakukan g	""immick politik ataupun pencitraan secara berlebihan di media sosial,"""""""" Mending Prabowo https://t.co/RxDhGhlP6k dekade08"""""""
"Prabowo terlihat belum mulai melakukan manuver yang bersifat pencitraan atau kampanye. Mending Prabowo https://t.co/foajQ2Qe47 dekade08				"
"“Kami menyatakan dukungan terhadap Bapak Prabowo Subianto. Sebagai petani yang merasakan dampak langsung pencabutan subsidi pemerintah	saa	t ini, Ka	mi yakin	dengan Pak Prabowo jadi presiden, subsidi akan berlanjut,” Mending Prabowo https://t.co/Z2Pgu2SJZx dekade08"
"@myputun Jujur saya tim pak Prabowo di kecaman tahun 2019.., SK juga yg TTD pak Priyo budi Santoso... Saya dan teman nda minta imbalan s	atu	rupiapun.	..  Kami	ikhlas berjuang."
"@23_prabowo @tiayyaambis dan itulah yang terjadi skrng.				"
"Survei Capres di DKI: Elektabilitas Prabowo Tertinggi Mending Prabowo https://t.co/gCthyV9buU dekade08				"
"“Saya hakkul yakin Pak Prabowo betul-betul peduli terhadap persoalan petani secara luas. Pak Prabowo memiliki kepedulian serius terhad	ap k	ebutuhan	petani,�	� Mending Prabowo https://t.co/QLlw3afQ4c dekade08"
"""""""Mengenai elektabilitas capres, Prabowo Subianto kokoh tak tergoyahkan di tingkat nasional, di tingkat DKI Jakarta pun elektabilitas K	etua	Umum Ger	indra itu	""terus bertahan di posisi teratas,"""""""" ucap peneliti Polstat, Apna Permana. Mending Prabowo https://t.co/OiAbdHuirx dekade08"""""""
"@alextham878 Kayaknya si Dhani tim suksesnya Prabowo..mending lah daripada pilih anies				"
"""""""Kami mendukung, terserah mau partai apa yang jelas kami dukung Pak Prabowo Subianto,"""" kata Agus Mending Prabowo https://t.co/yfLkLHo	krU	""dekade08""""""		"
"Agus menegaskan dukungan untuk Prabowo tersebut murni tanpa ditunggangi kepentingan. Mending Prabowo https://t.co/brE6AN15k1 dekade08				"
"@geloraco gedabrus bengek....semua jg tau..kalo pemilih prabowo itu rata2 skr pindah ke Anies..yg memilih dia skr ini cma anggota parati	grn	dra dan s	dranya..�	���😁😁🤭"
"Pihak Komunitas Seniman Surabaya menyatakan dukungan penuh kepada Prabowo. Mending Prabowo https://t.co/kaJ9MtcOgR dekade08				"
"Agus Pramono menjelaskan dalam pandangan pihaknya Prabowo merupakan figur tepat menjadi presiden mendatang. Mending Prabowo https://t.co	/Eac	Tct2pJ5 d	ekade08	"
"Agus Pramono menjelaskan pihaknya telah bersepakat mendukung Prabowo maju Pilpres. Mending Prabowo https://t.co/DYOWzpM6pR dekade08				"
"Deklarasi dukungan itu diberikan karena Prabowo Subianto dinilai layak menjadi Presiden mendatang. Mending Prabowo https://t.co/FAYMrbn3	nF d	ekade08		"
"Forum Komunitas Budaya, Lintas Agama, Seniman dan Profesi Kota Surabaya mendukungan Prabowo Subianto di Pilpres 2024. Mending Prabowo ht	tps:	//t.co/U5	e6SlVeXC	dekade08"
"Forum Komunitas Budaya hingga Seniman Surabaya Deklarasi Dukung Prabowo di Pilpres 2024 Mending Prabowo https://t.co/KIRps8DzZ5 dekade08				"
"“Kami yakin, jika Pak Prabowo diberi amanah menjadi presiden, permasalahan yang dihadapi para petambak dan petani dapat diselesaikan s	ecar	a baik, d	an semoga	petambak dan petani bisa hidup sejahtera,” kata Mas'ud Mending Prabowo https://t.co/T0Gl5JxA5k dekade08"
"Hadi menyuarakan optimisme apabila Prabowo menjadi presiden akan membawa kesejahteraan bagi masyarakat banyak. Mending Prabowo https://t	.co/	XmPMpd07L	R dekade0	8"
"Ismawan mengatakan dirinya menyadari komitmen Prabowo sejak awal untuk memajukan dan mensejahterakan petani, petambak, nelayan, pedagang	dan	rakyat k	ecil. Men	ding Prabowo https://t.co/IVNTWN1c6g dekade08"
"@OposisiCerdas Saat debat capres lebih dari 79 % program Jokowi yg dicela Prabowo kok skrg muncul caption akannla jutkan program Jokowi	buss	settt...		"
"""""""Untuk tahun 2024 yang akan datang ini, kalau urusan politik kita mendukung sepenuhnya Pak Prabowo menjadi Presiden,"""" kata Agus. Mend	ing	Prabowo h	ttps://t.	""co/8wg3IrQPYH dekade08"""""""
"Kelompok petani dan petambak dari beberapa kecamatan di Kabupaten Lamongan Jawa Timur berharap Prabowo Subianto menjadi presiden RI mene	rusk	an kepemi	mpinan Pr	esiden Joko Widodo di 2024 nanti. Mending Prabowo https://t.co/S8lKLNubNz dekade08"
"Setelah para nelayan dan petambak, kali ini dukungan agar Prabowo itu nyapres disampaikan oleh para petani di Lamongan, Jawa Timur. Mend	ing	Prabowo h	ttps://t.	co/nFinlr0VwT dekade08"
"Sejumlah elemen masyarakat terus mendeklarasikan dukungannya kepada Ketua Umum Partai Gerindra Prabowo Subianto agar mencalonkan diri se	baga	i calon p	residen (	capres) di Pemilu 2024 mendatang. Mending Prabowo https://t.co/Auem0ccbba dekade08"
"Petani di Lamongan Dukung Prabowo Jadi Presiden Mending Prabowo https://t.co/LxuCVj5NZF dekade08				"
"H. Rais menilai Prabowo sebagai Menteri yang paling berprestasi. Mending Prabowo https://t.co/cATBBHDfGY dekade08				"
"“Saat ini rakyat ini Indonesia butuh Presiden yang visioner, bertanggung jawab serta pekerja keras. Dan itu hanya ada pada pribadi Pak	Pra	bowo,”	Mending P	rabowo https://t.co/HWMnol2FLK dekade08"
"Prabowo dinilai sangat pas menata kehidupan bangsa Indonesia pasca Presiden saat ini. Mending Prabowo https://t.co/Iko1snN7Hu dekade08				"
"“Prabowo itu salah satu Menteri yang paling berprestasi, karena sebagai salah seorang Menteri di Kabinet Presiden Jokowi yang mempunya	i ja	ringan In	ternasion	al yang kuat,” - H. Rais Mending Prabowo https://t.co/XKTnK4s1cI dekade08"
"“Bapak Prabowo Subianto adalah Menteri yang bekerja tulus untuk rakyat,” tandas H. Rais. Mending Prabowo https://t.co/tnNkucaIv6 dek	ade0	8		"
"Hadi menyuarakan optimisme apabila Prabowo menjadi presiden akan membawa kesejahteraan bagi masyarakat banyak. Mending Prabowo https://t	.co/	dwomjsxnL	Q dekade0	8"
"@alextham878 Hihi orang orang prabowo dan gerindra, mau kyk pdip niye😁😁😁				"
"""""""Pak Prabowo punya visi dan misi yang jelas. Beliau sangat peduli dengan kehidupan petani, nelayan, petambak, dan pedagang pasar,” M	endi	ng Prabow	o https:/	""/t.co/FEUN8d5wlt dekade08"""""""
"H. Rais mengatakan bahwa Prabowo Subianto saat ini juga menjabat Menteri Pertahanan RI dinilai sebagai Menteri yang bekerja keras untuk	raky	at. Mendi	ng Prabow	o https://t.co/peiXuCWXsd dekade08"
"""""""Komitmen Pak Prabowo untuk para petani, petambak, nelayan, pedagang, dan rakyat kecil tak pernah bergeser,"""" Mending Prabowo https://	t.co	/mDi8eO71	4G dekade	""08"""""""
"Sekitar 500 massa yang menamakan dirimya Relawan Sahabat Prabowo dari Kabupaten Gresik dan Lamongan menggelar deklarasi dukungan terhada	p pe	ncalonan	Prabowo S	ubianto sebagai Calon Presiden dalam Pilpres 2024 Mending Prabowo https://t.co/iDMqr56hvh dekade08"
"Mereka berpendapat bahwa figur Prabowo peduli akan nasib petani dan petambak. Mending Prabowo https://t.co/cOpE35HINt dekade08				"
"Kompak, Sahabat Prabowo Gresik dan Lamongan Gelar Deklarasi Mending Prabowo https://t.co/Iujn5x1MTU dekade08				"
"mantep kali nih pak @prabowo cari kader @Gerindra https://t.co/RQXyIDgjac				"
"Gue lihat lihat cocok juga ni Prabowo jadi Presiden 2024 Mending Prabowo https://t.co/c0fdL2bH2h dekade08				"
"""""""Masyarakat memang harus di prioritaskan,"""" - Prabowo Subianto Mending Prabowo https://t.co/ZfMIIopMQS dekade08""				"
"@Bardoel2 @bumnbersatu @jokowi @airlangga_hrt @ganjarpranowo @LOVE_AG4EVER__ @ChusnulCh__ @aniesbaswedan @sandiuno @prabowo @MARQUEZ__93	@Ma	rdaniAliS	era @Agus	Yudhoyono Dia kafir je"
"""""""Bukan hanya kokoh tak tergoyahkan di tingkat nasional, di tingkat DKI Jakarta pun elektabilitas Prabowo itu terus bertahan di posisi	tera	""tas,"""""""" Me""	nding Pra	""bowo https://t.co/hOVsvQMviW dekade08"""""""
"Citra diri Prabowo saat ini terbilang baik sehingga publik masih dapat menilai dengan jernih kinerja Prabowo. Mending Prabowo https://t.	co/8	MNnQjibw8	dekade08	"
"`` Kelebihan dari Prabowo Subianto dibandingkan calon yang lain adalah memiliki tingkat elektabilitas tinggi, tidak pernah melakukan gim	mick	politik	atau juga	pencitraan secara berlebihan , '' Mending Prabowo"
"Elektabilitas Prabowo yang tinggi saat ini pun masih belum mencapai titik maksimal. Sebab, Prabowo terlihat belum mulai melakukan manuve	r ya	ng bersif	at pencit	raan atau kampanye. Mending Prabowo https://t.co/uVqoBUEqhh dekade08"
"Siapapun nanti pemimpin, presiden negara ini, konsistensi itu harus terus kita jaga dan terus kita ingatkan. Mending Prabowo https://t.c	o/Lt	ODpoXA9f	dekade08	"
"Presiden Jokowi Beri Pesan luntuk Presiden selanjutnya sambil lirik Prabowo Mending Prabowo https://t.co/ft5OCYOYGt dekade08				"
"@SJancuq @sutanmangara Hak orang bos mau dukung siapa. Kalo anda dukung anies ya monggo. Kalo dukung prabowo monggo. Dukung puan monggo.	.. g	a ada yg	akan mema	nggilmu, anjing..."
"@alextham878 Haha orang Gerindra, orang Prabowo.				"
"@tvOneNews LSP = lembaga Survey Prabowo ?				"
"@sutanmangara Kelompok KADRUN AL-BIADAB klo bkn bego pasti tolol. 20 thn prabowo diblokir USA dan dijaman @jokowi bukan dijaman @SBYudho	yono	blokiran	tsb dibu	ka kembali itu yg dilihat siapa ? Yg dilihat itu karena anies itu anak buah jokowi, pengen lihat"
"@slikha_toun @tommy12915742 @Dennysiregar7 Drun ....dengar baik2 sekuat Prabowo aja kalah, ini anus lu banggain. Otak lu di mana?🤣				"
"Singgung soal Zulfan Lindan, Faldo sebut Menteri dari PAN mundur dari kabinet Jokowi usai mendukung Prabowo Capres. PAN jelaskan kondisi	saa	t Asman m	undur. ht	tps://t.co/xS20NyR5WS"
"@detikcom @Gerindra itu harusnya dorong @prabowo agar duet dg @aniesbaswedan . Satu sisi mengangkat partai dapat suara banyak di parleme	n sa	tu sisi m	emenuhi k	e inginan rakyat biar hidup lebih baik. Prabowo demi negri ini kuat,rela jadi mentri jokowi,kenap"
"@von_edison Prabowo jgn di bahas lagi bos kita perjuangkan yg lain nya aja pak anies jadi presiden insya allah				"
"@Don_dasco Dukung Pak @prabowo nyapres.  Jangan sampai negeri ini di pimpin non pribumi yg suka jualan agama dan ayat . Jangan sampai ne	geri	ini di j	adikan ne	gara khilafah . https://t.co/X80b2v4kKA"
"Video menunjukkan Prabowo Subianto mundur sebagai capres beredar di medsos. Ketua Harian Partai Gerindra Dasco menegaskan video tersebut	tid	ak benar.	https://	t.co/Ou9UtY4grv"
"@hammersonicfest Jelas saya, @notahotdaddy, @IwanKurnia66, dan @AlvinBagusEW tentunya.				"
"@batavia_milf @adhe_prabowo @AdhePrabowo7 Mnta WA biar aku mampir mkan				"
"@batavia_milf @adhe_prabowo @AdhePrabowo7 Lokasi nya dmna				"
"Video menunjukkan Prabowo Subianto mundur sebagai capres beredar di medsos. Ketua Harian Partai Gerindra Dasco menegaskan video tersebut	tid	ak benar.	https://	t.co/grfX79Iwbr"
"@Dokkaebi140417 @bagas_ajiR Angkringan si pakde yang di Kotbum aja, piye?				"
"@di_dimu54412940 rasah crewet..klo bkn ganjar capres.. gw milih prabowo... partai nya aja ttp pdip...biar ngrasain kalo emng glayang jgn	d k	sakan...	g perlu b	aper... knapa ktum partai g pernah mau jadi calon bupati dlu kek biar bs d cek trekrecord nya mem"
"Semangat Juang #Ir_soekarno Ada Pada diri #prabowo				"
"@tvOneNews Ini pak Prabowo yg pesan atau siapa? Tv one yg real donk kasih berita				"
"@AntiBangsatBgs @Catatan_ali7 @bumnbersatu @jokowi @airlangga_hrt @ganjarpranowo @LOVE_AG4EVER__ @ChusnulCh__ @aniesbaswedan @sandiuno @	prab	owo @MARQ	UEZ__93 @	MardaniAliSera @AgusYudhoyono Jangan mabuk mas?. https://t.co/r9IisM8p7q"
"@OposisiCerdas GW SALAH SATU YG AKAN............NINGGALIN PRABOWO HAHAA🤪🤪				"
"@Cantika82104633 akhirnya sikap tegas itu pun tampak nyata terlihat dari seorang ksatria... SIAP JENDERAL..@prabowo				"
"PRABOWO vs ANIES. Prabowo menjadi Rival Terberat Anies di Pilpres 2024. Dulu Mereka Bersatu Melawan Ahok di 2017. Percaturan Politik pun	dim	ulai dari	sekarang	."
"Prabowo Diterpa Hoaks Mundur Capres, Dasco: Gerindra Fokus Perjuangkan Kemenangan di Pilpres 2024 https://t.co/2kyWNuw5a6				"
"heuahuehaeuhahashhahehheuahwuwhahwhhahwhaha keknya tar gue pilih prabowo deh				"
"@Yurissa_Samosir @geloraco prabowo walaupun sudah bau tanah tpi nafsu birahi nya masih tinggi				"
"Loyalis Prabowo Nyatakan Akan Intervensi, Penggugat Ijazah Palsu Jokowi Dibui https://t.co/tGv12fcqoC				"
"Tuh zer, Prabowo teratas disusul Jagoan kalian Den Bokep baru yg ke-3 Anies. Kenapa kalian gak serang aja Prabowo ? Anies bukan ancaman	menu	rut LSP.	@ChusnulC	h__ @Dennysiregar7 @_ekokuntadhi @FerdinandHutah5 https://t.co/e1L9zvdycw"
"@bumnbersatu @jokowi @airlangga_hrt @ganjarpranowo @LOVE_AG4EVER__ @ChusnulCh__ @aniesbaswedan @sandiuno @prabowo @MARQUEZ__93 @MardaniA	liSe	ra @AgusY	udhoyono	Yg Nanya: BEGOG"
"Pasangan sipil dan militer duet Pak Prabowo dengan Pak Erick Thohir sangat serasi. Latar belakang yang saling menguatkan bahkan membuat	Indo	nesia sem	akin berd	aulat."
"@tvOneNews Pliis  kang survei jgn Kasih Harapan Terus Dong,,kasihaann pak prabowo				"
"@Rachel_Azilia @DrEvaChaniago Topi sahabat Prabowo ... 😁				"
"Makanya kiko cosplay jadi Kopasus ya Bubeks biar gagah gitu kaya pak Prabowo https://t.co/xtRIQsu5pj				"
"@emadhan @Tan_Mar3M @bumnbersatu @jokowi @airlangga_hrt @ganjarpranowo @LOVE_AG4EVER__ @ChusnulCh__ @aniesbaswedan @sandiuno @prabowo @M	ARQU	EZ__93 @M	ardaniAli	Sera @AgusYudhoyono Siapa yg bilang klo minum nggur orang baik² 🤣🤣🤣"
"@Casper2986 @abu_waras @msaid_didu Makanya cari literasi berita,, isu ini udah dri pilpres 2019. Waktu itu tim pemenangan Prabowo-Sandi	ada	petinggi	dri UGM,,	klu memang ada masalah kenapa gk di gugat waktu pilpres 2019??"
"@RomeoWalker19 @bachrum_achmadi Dr semenjak pilpres kalah trs prabowo ikut jokowi dia udh stres om,tinggal nunggu di rawat di grogol. Ap	a lg	syarat 2	0%,emang	nasdem brp % 😂"
"Prabowo Subianto. Pres RI 2024. Siap bertanggungjawab atas proyek KAC jkt-bdg WARISAN Jokowi PDIP..?				"
"Survei LSP: Elektabilitas Prabowo Tertinggi, Disusul Ganjar Pranowo, Anies Bagaimana? https://t.co/PkIwr8tE7O				"
"@Putriaditia__ Km siapanya om prabowo?				"
"“Monggo kita bersatu. Insyaallah kalau kita bersatu sukses. Ditambahi yakin, yakin betul-betul yakin. Jadi mulai hari ini kita yakinka	n, k	ita hadap	kan satu	pandangan bahwa tidak ada ( presiden ) yang lain 2024 kecuali Bapak Prabowo , ” Mending Prabowo"
"Survei Capres LSP: Prabowo Teratas, Disusul Ganjar Dan Anies				"
"Lucu yaa, putar ulang debat pak jokowi sama pak prabowo dulu 🤭				"
"@Gerindra @liaamorfati @Askrlfess @indadilmakmur min tiap hr ktmu pak prabowo rasanya gimana? rasanya kek aku bergetar disentuh dia mata	ku t	erbang sa	mpai ke l	angitt"
"Prabowo Sudah Lelah dari Politik, tapi Panggilan Jiwa Kesatria Mengatakan 'Sedia!'				"
"DULU Kampanye Pilpres 2019 Prabowo gebrak-gebrak meja dan teriak-teriak menentang dan mencaci kebijakan Jokowi. 2024 ingin jadi presiden	unt	uk melanj	utkan keb	ijakan Jokowi. Saya seperti melihat sampah.🌍 https://t.co/lcaQxPKgc3"
"Tegaskan Video Prabowo Mundur Capres Hoaks, Dasco : Gerindra Fokus Perjuangkan Kemenangan di Pilpres 2024				"
"Muncul Hoaks Prabowo Mundur Capres 2024, Begini Analisa Pengamat https://t.co/D7DVNPIJsR				"
"@bumnbersatu @jokowi @airlangga_hrt @ganjarpranowo @LOVE_AG4EVER__ @ChusnulCh__ @aniesbaswedan @sandiuno @prabowo @MARQUEZ__93 @MardaniA	liSe	ra @AgusY	udhoyono	Waktu upload video dgn tetek hitam ditampilin ini pasti masih dalam kondisi teler"
"@deanhd99977 @Dhibramn @PartaiSocmed @susipudjiastuti Iya makanya cari capres yg tidak bisa di setir oleh pemodal.bukan berarti anti oli	gark	i. @anies	baswedan	bagus. @prabowo bagus. @sandiuno bagus.  Pendukung Anies, mereka mermehkan gerakan senyap Penduku"
"""@mata_hati99 @prabowo Pak Prabowo sosok yg tulus, berjiwa besar dan berbudi luhur.""""""				"
"@geloraco Males pilih prabowo... 🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️				"
"Ketika 2024 sdh semakin dekat, Buat barisan pendukung @ganjarpranowo @aniesbaswedan @prabowo @AgusYudhoyono @puanmaharani_ri Ayo gunakan	car	a² cerda	s dlm men	dukung idolanya yaitu dgn Cara berbagi cerita/prestasi keberhasilan kinerja dr masing² calon tanpa menjelekan calon lainnya"
"@AloysiusCandra @bumnbersatu @jokowi @airlangga_hrt @ganjarpranowo @LOVE_AG4EVER__ @ChusnulCh__ @aniesbaswedan @sandiuno @prabowo @MARQU	EZ__	93 @Marda	niAliSera	@AgusYudhoyono Efek AO mungkin jd ilang urat malunya🤭"
"@Tan_Mar3M titisan tuhan kena keprak palaknya 2x pake kardus jadi gini akhirnya. kalian udah gak dukung prabowo lagi kandrun?? ntar tuha	n lo	marah lh	o.	"
"@bumnbersatu @jokowi @airlangga_hrt @ganjarpranowo @LOVE_AG4EVER__ @ChusnulCh__ @aniesbaswedan @sandiuno @prabowo @MARQUEZ__93 @MardaniA	liSe	ra @AgusY	udhoyono	Kacang mana kacang Pait nih cocot 😂"
"@geloraco Sulit  memang mengakui  kenyataan tapi saya yakin Pak Prabowo orang baik. Saya dua kali pemilu memilih pak Prabowo tapi unt 20	24 s	aya mohon	maaf kal	au harus memilih pak Anies ."
"DPP Gerindra Belum Respon Surat Aduan Seorang Ibu ke Prabowo. @Gerindra @Fraksi_Gerindra @GerindraJogja @jokowi @KomnasHAM @prabowo				"
"@Tan_Mar3M @jokowi @airlangga_hrt @ganjarpranowo @LOVE_AG4EVER__ @ChusnulCh__ @aniesbaswedan @sandiuno @prabowo @MARQUEZ__93 @MardaniAli	Sera	@AgusYud	hoyono he	he he benar sekali"
"@OposisiCerdas Program jokowi itu utang dan utang lagi ...jadi prabowo mau ngutang lagi 😪				"
"@jimsoepalal @CNNIndonesia 🤣🤣 cebong vs kampret itu terjadi th 2014, cebong berasal dr peliharaan jokowi, kalau kampret berasal dr	kat	a koalisi	merah pu	tih bentukan prabowo terdiri dr gerindra, golkar, pan, ppp, pkb, pks"
"Ini Partai Lucu 😂😂😂, PDIP dg kuota 20% capres Puan, Gerindra Prabowo, Anies ada beberapa partai dg kuota 20% PT, lha PSI punya	bera	pa, Ganja	r orang P	DIP dan anda kudu izin dululah sama PDIP 😂, dan Sama Yenny udah minta izin Gusdurian belum, entar dilepeh lagi https://t.co/IbVzhAmKMe"
"@geloraco Pak Prabowo gak kapok kapok dibohongi lembaga survey,  siap siaga pak jgn smpe di hatrick tar malu sendiri 😂😂				"
"Elektabilitas Prabowo Tertinggi di Survei Capres LSP https://t.co/h4XB7hPekK				"
"@juju_uda @putrisakera Prabowo kalah, beliau jadi menhan, kalian yg menang dukung pak Jokowi sampe maki2 orang jd apa tuh ? Kenal sm pak	jok	owi seper	ti prabow	o kenal jg ga."
"@fadlizon Udh pak, fokus aja menangin pak @prabowo 2024				"
"@azwarsiregar Pak prabowo sip nya jadi king maker, bang, jadi penasehat presiden. Aku yakin beliau berjiwa besar. Lebih baik bersatu unt	uk k	emajuan i	ndonesia,	dari pada berjalan sendiri2 menguntungkan pihak oligarki dan para taipan."
"Bowo : Membangun kesadaran nasional untuk pemuda Indonesia. Kenapa Pemuda harus sadar tentang politik? Ayo tonton video ini yg juga gaga	san	dadi Bowo	😁 @pr	abowo #bowo2024 #bowopresiden #prabowopresiden #mypresidentid #PrabowoSubianto"
"Terlalu berat urus Indonesia. Apalgi kalau gak ada menteri yg sebaik SMI, ET, Basuki, Prabowo dan 80% menteri Jokowi lainnya.				"
"Pokoknya saya DUKUNG PRABOWO NYAPRES Terus sampai kelak bisa berpasangan dengan JAN ETHES 👍👍 https://t.co/O8rCNCBd5p				"
"@geloraco Gpp pak @prabowo ntti klau kalah lg tinggal pilih aja mau jabatan apa...dikasih sm presiden terpilih				"
"@Dahnilanzar @aniesbaswedan @prabowo Tapi filing saya, ditingkungan terakhir pak Prabowo dukung pak @aniesbaswedan total 😁				"
"@LawanKedzoliman @Dedy_Haera @bumnbersatu @jokowi @airlangga_hrt @ganjarpranowo @LOVE_AG4EVER__ @ChusnulCh__ @aniesbaswedan @sandiuno @p	rabo	wo @MARQU	EZ__93 @M	ardaniAliSera @AgusYudhoyono Kayaknya mantan politikus. Entah sekarang apa profesi  dia? 😀😀"
"@baGUSMUHAIMIN24 @DPP_PKB @cakimiNOW @EmHasanuddin @Jazilul_Fawaid @halimiskandarnu @SyaifulHooda @zainul_munas @Brigade01Arwan1 Gimana	Gus	? Jadi pa	sangan de	ngan prabowo ....kok sepertinya gelappp ...."
"ini mah ada maunya😌 https://t.co/j0dAEWDPPz				"
"disaat jokowi memilih sandi dan prabowo jadi mentri nasdem surya paloh gak di dengar komplain nya. sekarang nasdem memilih sikap untuk m	emil	ih anies	knpa pada	gak nerima. saya pikir sikap nasdem mendewasakan mereka harusnya mereka juga menerima terutama pendukungnya. https://t.co/e3D7iGQcvI"
"Direktur Riset dan Kajian Lingkaran Suara Publik (LSP) Indra Nuryadin menyebut bahwa Prabowo Subianto masih berada di urutan paling atas	dal	am survei	terbaru	#PrabowoSubianto https://t.co/P8gcMS7cwP"
"“Monggo kita bersatu. Insyaallah kalau kita bersatu sukses. Ditambahi yakin, yakin betul-betul yakin. Jadi mulai hari ini kita yakinka	n, k	ita hadap	kan satu	pandangan bahwa tidak ada ( presiden ) yang lain 2024 kecuali Bapak Prabowo , ” Mending Prabowo"
"@detikcom Lembaga Survei Prabowo (LSP)				"
"@OposisiCerdas Saya punya kta gerindra ...tapi males pilih prabowo pak				"
"@DrEvaChaniago Namanya prabowo bu dok bukan legowo 😂				"
"@geloraco Sangat ambisius ingin mencetak sejarah jadi presiden Indonesia. Tapi Allah Tidak menghendaki. Melawan takdir. Btw nanti klo pa	Pra	bowo jadi	presiden	, yg jadi bu negara siapa ya?"
"“Hari ini kami kaum perempuan dari Komunitas Emak-Emak Wira Usaha Baru Kabupaten Situbondo menyatakan mendukung sepenuh hati kepada Ba	pak	Prabowo S	ubianto d	alam Pilpres mendatang karena terbukti kinerjanya , ” ujar Bunda Irma Astutik Mending Prabowo"
"Minta Doa untuk Prabowo, Sjafrie Sjamsoeddin dan Para Purnawirawan Silaturahmi ke Ponpes Dalwa Bangil				"
"Beli Keripik Merek Potato, Makannya di atas genteng, Perkenalkan, Ini Pak Prabowo Subianto, Calon Presidenku yang Ganteng. #PrabowoSubia	nto	#PrabowoP	residen20	24 #PrabowoPresiden #Pilpres2024 #MendingPrabowo #Dekade08.  Pantun Presiden Ganteng ."
"@ruhutsitompul Bapak Prabowo mana..Harusnya dia..				"
"@alextham878 Gas terus pasukan prabowo yg pernah satu garis , itu cuma drama ronde ke du pasti gabung satu garis lg melawan ganjar.				"
"Udah... Ga usah musuh-musuhan, Sekarang udah masanya berteman dengan semua. INDONESIA Bersatu, Prabowo Indonesia satu. #PrabowoSubianto	#Pra	bowoPresi	den2024 #	PrabowoPresiden #Pilpres2024 #MendingPrabowo #Dekade08 #Indonesia #jokowidodo #presidenjokowi #megawati #aniesbaswedan ..."
"Hasil Survei LSP, Masyarakat Anggap Prabowo Sosok Loyal ke Jokowi				"
"Minta Doa untuk Prabowo, Sjafrie Sjamsoeddin dan Para Purnawirawan Silaturahmi ke Ponpes Dalwa Bangil				"
"Survei LSP: Elektabilitas Prabowo Teratas https://t.co/GJTzrbYo1m				"
"@geloraco Prabowo adalah Sukarno kecil.				"
"@Harontaib55gma2 @aniesbaswedan @prabowo Sharelok dong tempat belajar jadi munafik 🤣				"
"“Monggo kita bersatu. Insyaallah kalau kita bersatu sukses. Ditambahi yakin, yakin betul-betul yakin. Jadi mulai hari ini kita yakinka	n, k	ita hadap	kan satu	pandangan bahwa tidak ada ( presiden ) yang lain 2024 kecuali Bapak Prabowo , ” Mending Prabowo"
"Hoax, Prabowo Tak Mundur Dari Capres 2024 https://t.co/XmRitSibKv				"
"@OposisiCerdas Lanjutkan prabowo....Kami akan Pilih Anies...				"
"@detikcom berapa kamu dibayar pihak sana??!! (Prabowo, 2019)				"
"@bumnbersatu @Agus_Solikhin_D @jokowi @airlangga_hrt @ganjarpranowo @LOVE_AG4EVER__ @ChusnulCh__ @aniesbaswedan @sandiuno @prabowo @MARQ	UEZ_	_93 @Mard	aniAliSer	a @AgusYudhoyono Gw optimis dollar naik terus hari ini tembus 15.472,20 Rupiah/dollarUS 😝😝�"
"@OposisiCerdas Wan ngibul prabowo kiyeh				"
"@prabowo @cakimiNOW UNTUK SEMENTARA WAJAH SAYA				"
"@Debus_Banten @emerson_yuntho Info langit A1. Doa buat Prabowo kala nyapres dikabarkan masih pending di langit. Tuhan sudah buat Disposi	si.	Tapi   ak	an diekse	kusi di 2024."
"@MohammadAfiyan2 @RyaWiedy Kalau kebencian sudah sampai di ubun-ubun apapun bukti yg ditunjukkan gak bakal diterima dengan akal sehat,ap	a ku	rang heba	tnya tim	hukum prabowo- sandi kok belum pernah mempersoalkan"
"Tegaskan Video Prabowo Mundur Capres Hoaks, Dasco : Gerindra Fokus Perjuangkan Kemenangan di Pilpres 2024 #LengkapCepatBeritanya #Berita	Terk	ini #Beri	ta #News	#BeritaNasional . https://t.co/rH8qg5AJv1"
"@prabowo SAYA DENGAR NGUDURKAN DIRI DARI CAPRES YA UDAH SAYA SIAP GANTIKAN BAPAK KAN SAYANG SUARA PEROLEHAN PARTAI BISA KE DIRI SAYA DEN	GAN	VISI MODE	RN DAN NA	TURAL"
"@keuangannews_id prabowo, pramuka, pramugari juga ada				"
"Beredar Video Prabowo @prabowo  Mundur Capres, Gerindra @Don_dasco @Gerindra @Fraksi_Gerindra Pastikan Hoax! #Prabowo #PrabowoSubianto #	Peju	ang #Indo	nesia #20	24PrabowoPresiden #GerindraMenang #KawalC1TPS #IndonesiaMaju #AdilMakmur #IndonesiaRaya 🇮🇩"
